country,state,district,year,dyid,hardnesstotal,SDP,GinniIndex
India,Chhattisgarh,Mahasamund,2016,Mahasamund2016,171.48148,187540.5200000,-
India,Chhattisgarh,Mahasamund,2017,Mahasamund2017,179,194073.2200000,-
India,Chhattisgarh,Mahasamund,2018,Mahasamund2018,163.5,209210.7400000,-
India,Haryana,Mahendragarh,2000,Mahendragarh2000,945.22223,108123.1615110,-
India,Haryana,Mahendragarh,2001,Mahendragarh2001,220,116474.1890178,-
India,Haryana,Mahendragarh,2002,Mahendragarh2002,351.88889,123614.6773118,-
India,Haryana,Mahendragarh,2003,Mahendragarh2003,,135775.0939499,-
India,Haryana,Mahendragarh,2004,Mahendragarh2004,240.14285,147482.6165469,-
India,Haryana,Mahendragarh,2005,Mahendragarh2005,170.66667,160805.9553307,-
India,Haryana,Mahendragarh,2006,Mahendragarh2006,685.66669,179089.4675824,-
India,Haryana,Mahendragarh,2007,Mahendragarh2007,426.20001,193107.6941953,-
India,Haryana,Mahendragarh,2008,Mahendragarh2008,542.5,207976.1043076,-
India,Haryana,Mahendragarh,2009,Mahendragarh2009,360.5,233961.2315570,-
India,Haryana,Mahendragarh,2010,Mahendragarh2010,319,249823.4552757,0.25
India,Haryana,Mahendragarh,2011,Mahendragarh2011,100,271152.4806820,-
India,Haryana,Mahendragarh,2012,Mahendragarh2012,280.25,289756.2204540,-
India,Haryana,Mahendragarh,2013,Mahendragarh2013,380,314931.1968250,-
India,Haryana,Mahendragarh,2014,Mahendragarh2014,333,333359.2474810,-
India,Haryana,Mahendragarh,2015,Mahendragarh2015,271.875,372700.2450170,-
India,Haryana,Mahendragarh,2016,Mahendragarh2016,361.77777,412054.6146970,-
India,Haryana,Mahendragarh,2017,Mahendragarh2017,877.5,434407.1727430,-
India,Haryana,Mahendragarh,2018,Mahendragarh2018,512.25,470327.6431580,-
India,Gujarat,Mahesana,2000,Mahesana2000,328,187486.1300255,-
India,Gujarat,Mahesana,2001,Mahesana2001,,202722.5912177,-
India,Gujarat,Mahesana,2002,Mahesana2002,327.69232,220397.2332726,-
India,Gujarat,Mahesana,2003,Mahesana2003,,257104.4366173,-
India,Gujarat,Mahesana,2004,Mahesana2004,,272449.3578123,-
India,Gujarat,Mahesana,2005,Mahesana2005,439,311996.5449489,-
India,Gujarat,Mahesana,2006,Mahesana2006,541.53845,338383.4783698,-
India,Gujarat,Mahesana,2007,Mahesana2007,509.23077,378395.6474308,-
India,Gujarat,Mahesana,2008,Mahesana2008,418.57144,394570.3757990,-
India,Gujarat,Mahesana,2009,Mahesana2009,348.33334,450323.9227272,-
India,Gujarat,Mahesana,2010,Mahesana2010,576.9231,499605.6040329,0.32
India,Gujarat,Mahesana,2011,Mahesana2011,540,532809.4587290,-
India,Gujarat,Mahesana,2012,Mahesana2012,541,596658.8336740,-
India,Gujarat,Mahesana,2013,Mahesana2013,543.63635,641488.8106190,-
India,Gujarat,Mahesana,2014,Mahesana2014,554.28571,705628.8360070,-
India,Gujarat,Mahesana,2015,Mahesana2015,421.33334,774775.2151270,-
India,Gujarat,Mahesana,2016,Mahesana2016,600,843930.3358810,-
India,Gujarat,Mahesana,2017,Mahesana2017,494.61539,946511.1944310,-
India,Gujarat,Mahesana,2018,Mahesana2018,389.28571,1034399.0104040,-
India,Uttar Pradesh,Mahoba,2000,Mahoba2000,715,351084.1089774,-
India,Uttar Pradesh,Mahoba,2001,Mahoba2001,,357471.0467097,-
India,Uttar Pradesh,Mahoba,2002,Mahoba2002,,369038.1836814,-
India,Uttar Pradesh,Mahoba,2003,Mahoba2003,,388468.8674867,-
India,Uttar Pradesh,Mahoba,2004,Mahoba2004,259.28571,407921.4919919,-
India,Uttar Pradesh,Mahoba,2005,Mahoba2005,,431731.0483276,-
India,Uttar Pradesh,Mahoba,2006,Mahoba2006,,466023.3283118,-
India,Uttar Pradesh,Mahoba,2007,Mahoba2007,,495889.8633084,-
India,Uttar Pradesh,Mahoba,2008,Mahoba2008,,533571.8096457,-
India,Uttar Pradesh,Mahoba,2009,Mahoba2009,,566760.9860888,-
India,Uttar Pradesh,Mahoba,2010,Mahoba2010,,612018.7067716,0.26
India,Uttar Pradesh,Mahoba,2011,Mahoba2011,,645131.5532170,-
India,Uttar Pradesh,Mahoba,2012,Mahoba2012,,673552.1893470,-
India,Uttar Pradesh,Mahoba,2013,Mahoba2013,,707469.1041210,-
India,Uttar Pradesh,Mahoba,2014,Mahoba2014,,729686.3008000,-
India,Uttar Pradesh,Mahoba,2015,Mahoba2015,,792048.7593600,-
India,Uttar Pradesh,Mahoba,2016,Mahoba2016,207.5,888453.0079700,-
India,Uttar Pradesh,Mahoba,2017,Mahoba2017,,922457.5124870,-
India,Uttar Pradesh,Mahoba,2018,Mahoba2018,370,949184.4540180,-
India,Uttar Pradesh,Mainpuri,2000,Mainpuri2000,204.375,351084.1089774,-
India,Uttar Pradesh,Mainpuri,2001,Mainpuri2001,,357471.0467097,-
India,Uttar Pradesh,Mainpuri,2002,Mainpuri2002,,369038.1836814,-
India,Uttar Pradesh,Mainpuri,2003,Mainpuri2003,,388468.8674867,-
India,Uttar Pradesh,Mainpuri,2004,Mainpuri2004,,407921.4919919,-
India,Uttar Pradesh,Mainpuri,2005,Mainpuri2005,,431731.0483276,-
India,Uttar Pradesh,Mainpuri,2006,Mainpuri2006,,466023.3283118,-
India,Uttar Pradesh,Mainpuri,2007,Mainpuri2007,,495889.8633084,-
India,Uttar Pradesh,Mainpuri,2008,Mainpuri2008,,533571.8096457,-
India,Uttar Pradesh,Mainpuri,2009,Mainpuri2009,,566760.9860888,-
India,Uttar Pradesh,Mainpuri,2010,Mainpuri2010,,612018.7067716,0.25
India,Uttar Pradesh,Mainpuri,2011,Mainpuri2011,,645131.5532170,-
India,Uttar Pradesh,Mainpuri,2012,Mainpuri2012,,673552.1893470,-
India,Uttar Pradesh,Mainpuri,2013,Mainpuri2013,,707469.1041210,-
India,Uttar Pradesh,Mainpuri,2014,Mainpuri2014,,729686.3008000,-
India,Uttar Pradesh,Mainpuri,2015,Mainpuri2015,,792048.7593600,-
India,Uttar Pradesh,Mainpuri,2016,Mainpuri2016,125,888453.0079700,-
India,Uttar Pradesh,Mainpuri,2017,Mainpuri2017,,922457.5124870,-
India,Uttar Pradesh,Mainpuri,2018,Mainpuri2018,208.33333,949184.4540180,-
India,Kerala,Malappuram,2000,Malappuram2000,109.36364,147974.0130992,-
India,Kerala,Malappuram,2001,Malappuram2001,99.695656,155366.9508850,-
India,Kerala,Malappuram,2002,Malappuram2002,93.714287,166735.0922528,-
India,Kerala,Malappuram,2003,Malappuram2003,,177541.0598597,-
India,Kerala,Malappuram,2004,Malappuram2004,77.931038,194267.4933930,-
India,Kerala,Malappuram,2005,Malappuram2005,,214150.7366373,-
India,Kerala,Malappuram,2006,Malappuram2006,65.019234,231069.2215745,-
India,Kerala,Malappuram,2007,Malappuram2007,46.890907,251692.2406281,-
India,Kerala,Malappuram,2008,Malappuram2008,60.438595,267167.5888867,-
India,Kerala,Malappuram,2009,Malappuram2009,64.316666,291324.5256403,-
India,Kerala,Malappuram,2010,Malappuram2010,47.47541,309969.0946772,0.37
India,Kerala,Malappuram,2011,Malappuram2011,45.789474,328021.1229260,-
India,Kerala,Malappuram,2012,Malappuram2012,46.116665,348615.8055360,-
India,Kerala,Malappuram,2013,Malappuram2013,48.703125,364706.7731460,-
India,Kerala,Malappuram,2014,Malappuram2014,110.29032,382134.2554520,-
India,Kerala,Malappuram,2015,Malappuram2015,96.900002,411150.1494300,-
India,Kerala,Malappuram,2016,Malappuram2016,97.545456,443615.3007100,-
India,Kerala,Malappuram,2017,Malappuram2017,102,473181.7898050,-
India,Kerala,Malappuram,2018,Malappuram2018,89.552635,510786.9336100,-
India,West Bengal,Maldah,2000,Maldah2000,289.81482,247972.2633412,-
India,West Bengal,Maldah,2001,Maldah2001,199.14815,265880.2771468,-
India,West Bengal,Maldah,2002,Maldah2002,192.96428,275199.4805728,-
India,West Bengal,Maldah,2003,Maldah2003,,291369.4648514,-
India,West Bengal,Maldah,2004,Maldah2004,226.93549,310686.6401106,-
India,West Bengal,Maldah,2005,Maldah2005,199.16667,330249.3539621,-
India,West Bengal,Maldah,2006,Maldah2006,229.25926,356170.7914031,-
India,West Bengal,Maldah,2007,Maldah2007,240,383881.2012807,-
India,West Bengal,Maldah,2008,Maldah2008,,399354.6414195,-
India,West Bengal,Maldah,2009,Maldah2009,210,430366.1837455,-
India,West Bengal,Maldah,2010,Maldah2010,204.16667,456461.6610105,0.26
India,West Bengal,Maldah,2011,Maldah2011,,473204.6511180,-
India,West Bengal,Maldah,2012,Maldah2012,341,492901.1663710,-
India,West Bengal,Maldah,2013,Maldah2013,348,503951.5671410,-
India,West Bengal,Maldah,2014,Maldah2014,,515701.6028970,-
India,West Bengal,Maldah,2015,Maldah2015,,546988.0508630,-
India,West Bengal,Maldah,2016,Maldah2016,266.76666,584910.8272820,-
India,West Bengal,Maldah,2017,Maldah2017,309.69696,623786.8220410,-
India,West Bengal,Maldah,2018,Maldah2018,332.96875,659287.8942470,-
India,Odisha,Malkangiri,2000,Malkangiri2000,215,98181.5544719,-
India,Odisha,Malkangiri,2001,Malkangiri2001,,104158.6907790,-
India,Odisha,Malkangiri,2002,Malkangiri2002,,103410.2356615,-
India,Odisha,Malkangiri,2003,Malkangiri2003,,118510.6459277,-
India,Odisha,Malkangiri,2004,Malkangiri2004,,133986.5968318,-
India,Odisha,Malkangiri,2005,Malkangiri2005,,139934.2737927,-
India,Odisha,Malkangiri,2006,Malkangiri2006,,157355.6063099,-
India,Odisha,Malkangiri,2007,Malkangiri2007,,170849.5885002,-
India,Odisha,Malkangiri,2008,Malkangiri2008,,183688.6257070,-
India,Odisha,Malkangiri,2009,Malkangiri2009,180.83333,185167.8378527,-
India,Odisha,Malkangiri,2010,Malkangiri2010,,196839.6778694,0.21
India,Odisha,Malkangiri,2011,Malkangiri2011,,204225.9496390,-
India,Odisha,Malkangiri,2012,Malkangiri2012,262.125,216301.0722270,-
India,Odisha,Malkangiri,2013,Malkangiri2013,225.38461,233121.8739550,-
India,Odisha,Malkangiri,2014,Malkangiri2014,191,235930.7377170,-
India,Odisha,Malkangiri,2015,Malkangiri2015,177.1875,253191.6726430,-
India,Odisha,Malkangiri,2016,Malkangiri2016,,293348.2482300,-
India,Odisha,Malkangiri,2017,Malkangiri2017,226.64706,316191.8905060,-
India,Odisha,Malkangiri,2018,Malkangiri2018,240.21053,338339.4110380,-
India,Telangana,Mancherial,2000,Mancherial2000,272.28571,,-
India,Telangana,Mancherial,2001,Mancherial2001,,,-
India,Telangana,Mancherial,2002,Mancherial2002,,,-
India,Telangana,Mancherial,2003,Mancherial2003,,,-
India,Telangana,Mancherial,2004,Mancherial2004,301.25,161790.0415709,-
India,Telangana,Mancherial,2005,Mancherial2005,386.66666,187776.1779824,-
India,Telangana,Mancherial,2006,Mancherial2006,351.875,208478.0615525,-
India,Telangana,Mancherial,2007,Mancherial2007,439.44446,229693.2189788,-
India,Telangana,Mancherial,2008,Mancherial2008,325.71429,260994.8059207,-
India,Telangana,Mancherial,2009,Mancherial2009,357.75,261702.8578216,-
India,Telangana,Mancherial,2010,Mancherial2010,421.875,307974.0313275,
India,Telangana,Mancherial,2011,Mancherial2011,694.14288,325139.3400000,-
India,Telangana,Mancherial,2012,Mancherial2012,,334204.7200000,-
India,Telangana,Mancherial,2013,Mancherial2013,296.875,349592.6600000,-
India,Telangana,Mancherial,2014,Mancherial2014,386.875,372896.7400000,-
India,Telangana,Mancherial,2015,Mancherial2015,300,416892.3724070,-
India,Telangana,Mancherial,2016,Mancherial2016,285.71429,455731.0900000,-
India,Telangana,Mancherial,2017,Mancherial2017,371,498145.4600000,-
India,Telangana,Mancherial,2018,Mancherial2018,406.875,544440.5948440,-
India,Himachal Pradesh,Mandi,2000,Mandi2000,,29339.7770153,-
India,Himachal Pradesh,Mandi,2001,Mandi2001,,30835.3047836,-
India,Himachal Pradesh,Mandi,2002,Mandi2002,219.44444,32337.4695094,-
India,Himachal Pradesh,Mandi,2003,Mandi2003,189.44444,34503.3299903,-
India,Himachal Pradesh,Mandi,2004,Mandi2004,203.33333,37777.5623823,-
India,Himachal Pradesh,Mandi,2005,Mandi2005,198.77777,41021.5488591,-
India,Himachal Pradesh,Mandi,2006,Mandi2006,191.11111,44249.1525372,-
India,Himachal Pradesh,Mandi,2007,Mandi2007,251,46999.7471168,-
India,Himachal Pradesh,Mandi,2008,Mandi2008,261.66666,49294.6021030,-
India,Himachal Pradesh,Mandi,2009,Mandi2009,264.33334,51967.4470910,-
India,Himachal Pradesh,Mandi,2010,Mandi2010,139.75,56319.5239360,0.24
India,Himachal Pradesh,Mandi,2011,Mandi2011,183.33333,60536.2498140,-
India,Himachal Pradesh,Mandi,2012,Mandi2012,166.875,64518.5206780,-
India,Himachal Pradesh,Mandi,2013,Mandi2013,,69398.1551520,-
India,Himachal Pradesh,Mandi,2014,Mandi2014,218.33333,74552.9824970,-
India,Himachal Pradesh,Mandi,2015,Mandi2015,218.45,80562.9156560,-
India,Himachal Pradesh,Mandi,2016,Mandi2016,,88112.1223300,-
India,Himachal Pradesh,Mandi,2017,Mandi2017,,93524.9756800,-
India,Himachal Pradesh,Mandi,2018,Mandi2018,0,99217.8269700,-
India,Madhya Pradesh,Mandla,2000,Mandla2000,,142623.6373679,-
India,Madhya Pradesh,Mandla,2001,Mandla2001,258.47827,152826.3020635,-
India,Madhya Pradesh,Mandla,2002,Mandla2002,213.94737,144856.4718406,-
India,Madhya Pradesh,Mandla,2003,Mandla2003,,161105.9514238,-
India,Madhya Pradesh,Mandla,2004,Mandla2004,282.5,166392.1069122,-
India,Madhya Pradesh,Mandla,2005,Mandla2005,260.90909,174775.7442430,-
India,Madhya Pradesh,Mandla,2006,Mandla2006,,190707.9783514,-
India,Madhya Pradesh,Mandla,2007,Mandla2007,232.40741,199720.2561209,-
India,Madhya Pradesh,Mandla,2008,Mandla2008,188.33333,224970.9800584,-
India,Madhya Pradesh,Mandla,2009,Mandla2009,244.13043,246296.5721929,-
India,Madhya Pradesh,Mandla,2010,Mandla2010,202.82608,259230.1690989,0.23
India,Madhya Pradesh,Mandla,2011,Mandla2011,346.45834,282371.0400000,-
India,Madhya Pradesh,Mandla,2012,Mandla2012,238.04167,306853.3400000,-
India,Madhya Pradesh,Mandla,2013,Mandla2013,278.65384,322597.6000000,-
India,Madhya Pradesh,Mandla,2014,Mandla2014,343.87097,339246.9000000,-
India,Madhya Pradesh,Mandla,2015,Mandla2015,211.34483,370715.6700000,-
India,Madhya Pradesh,Mandla,2016,Mandla2016,241.29033,419465.2500000,-
India,Madhya Pradesh,Mandla,2017,Mandla2017,220.83871,441956.4300000,-
India,Madhya Pradesh,Mandla,2018,Mandla2018,256.89966,482361.0200000,-
India,Madhya Pradesh,Mandsaur,2000,Mandsaur2000,306,142623.6373679,-
India,Madhya Pradesh,Mandsaur,2001,Mandsaur2001,293.63635,152826.3020635,-
India,Madhya Pradesh,Mandsaur,2002,Mandsaur2002,272.1875,144856.4718406,-
India,Madhya Pradesh,Mandsaur,2003,Mandsaur2003,,161105.9514238,-
India,Madhya Pradesh,Mandsaur,2004,Mandsaur2004,298.88889,166392.1069122,-
India,Madhya Pradesh,Mandsaur,2005,Mandsaur2005,466.5,174775.7442430,-
India,Madhya Pradesh,Mandsaur,2006,Mandsaur2006,,190707.9783514,-
India,Madhya Pradesh,Mandsaur,2007,Mandsaur2007,429.86206,199720.2561209,-
India,Madhya Pradesh,Mandsaur,2008,Mandsaur2008,484.7619,224970.9800584,-
India,Madhya Pradesh,Mandsaur,2009,Mandsaur2009,394.72223,246296.5721929,-
India,Madhya Pradesh,Mandsaur,2010,Mandsaur2010,405.71429,259230.1690989,0.21
India,Madhya Pradesh,Mandsaur,2011,Mandsaur2011,306.875,282371.0400000,-
India,Madhya Pradesh,Mandsaur,2012,Mandsaur2012,509.75,306853.3400000,-
India,Madhya Pradesh,Mandsaur,2013,Mandsaur2013,438.84616,322597.6000000,-
India,Madhya Pradesh,Mandsaur,2014,Mandsaur2014,380.90909,339246.9000000,-
India,Madhya Pradesh,Mandsaur,2015,Mandsaur2015,442.95456,370715.6700000,-
India,Madhya Pradesh,Mandsaur,2016,Mandsaur2016,446.36365,419465.2500000,-
India,Madhya Pradesh,Mandsaur,2017,Mandsaur2017,359.80951,441956.4300000,-
India,Madhya Pradesh,Mandsaur,2018,Mandsaur2018,433.14285,482361.0200000,-
India,Karnataka,Mandya,2000,Mandya2000,,276258.3865464,-
India,Karnataka,Mandya,2001,Mandya2001,,281266.0548067,-
India,Karnataka,Mandya,2002,Mandya2002,,296352.7163877,-
India,Karnataka,Mandya,2003,Mandya2003,,302124.2662471,-
India,Karnataka,Mandya,2004,Mandya2004,,332758.3433893,-
India,Karnataka,Mandya,2005,Mandya2005,,366993.4895299,-
India,Karnataka,Mandya,2006,Mandya2006,,405152.1452699,-
India,Karnataka,Mandya,2007,Mandya2007,,455993.4845757,-
India,Karnataka,Mandya,2008,Mandya2008,,488433.5425002,-
India,Karnataka,Mandya,2009,Mandya2009,,488554.9250672,-
India,Karnataka,Mandya,2010,Mandya2010,,538790.6955123,0.26
India,Karnataka,Mandya,2011,Mandya2011,,554952.2022990,-
India,Karnataka,Mandya,2012,Mandya2012,,593192.0328710,-
India,Karnataka,Mandya,2013,Mandya2013,274.22223,646786.9485200,-
India,Karnataka,Mandya,2014,Mandya2014,244.47368,671283.4979700,-
India,Karnataka,Mandya,2015,Mandya2015,,749951.6130690,-
India,Karnataka,Mandya,2016,Mandya2016,457.02127,851393.9914870,-
India,Karnataka,Mandya,2017,Mandya2017,,915641.8926070,-
India,Karnataka,Mandya,2018,Mandya2018,330.22223,974815.3000880,-
India,Punjab,Mansa,2000,Mansa2000,350.0625,130869.8138609,-
India,Punjab,Mansa,2001,Mansa2001,347.75,132574.7758189,-
India,Punjab,Mansa,2002,Mansa2002,310.125,134832.8663829,-
India,Punjab,Mansa,2003,Mansa2003,,143252.0223939,-
India,Punjab,Mansa,2004,Mansa2004,278.4375,150374.3300627,-
India,Punjab,Mansa,2005,Mansa2005,287.5,157746.8313787,-
India,Punjab,Mansa,2006,Mansa2006,271.5,174759.6699571,-
India,Punjab,Mansa,2007,Mansa2007,308.11765,189894.1594683,-
India,Punjab,Mansa,2008,Mansa2008,329.8125,200421.2722428,-
India,Punjab,Mansa,2009,Mansa2009,155.5,213223.6778484,-
India,Punjab,Mansa,2010,Mansa2010,412.5,226995.4768816,0.26
India,Punjab,Mansa,2011,Mansa2011,,239226.9521420,-
India,Punjab,Mansa,2012,Mansa2012,275.83334,251812.5938170,-
India,Punjab,Mansa,2013,Mansa2013,292.33334,267515.2100000,-
India,Punjab,Mansa,2014,Mansa2014,213.09091,278484.6000000,-
India,Punjab,Mansa,2015,Mansa2015,262.11111,294894.8566170,-
India,Punjab,Mansa,2016,Mansa2016,295.77777,315782.9924020,-
India,Punjab,Mansa,2017,Mansa2017,,335056.7856600,-
India,Punjab,Mansa,2018,Mansa2018,239.09091,353942.4692490,-
India,Assam,Morigaon,2000,Morigaon2000,,76319.4629319,-
India,Assam,Morigaon,2001,Morigaon2001,,78289.0124612,-
India,Assam,Morigaon,2002,Morigaon2002,,83032.6736654,-
India,Assam,Morigaon,2003,Morigaon2003,,88141.4107563,-
India,Assam,Morigaon,2004,Morigaon2004,,91168.9827601,-
India,Assam,Morigaon,2005,Morigaon2005,158.33333,93914.5985394,-
India,Assam,Morigaon,2006,Morigaon2006,136.66667,98155.9186976,-
India,Assam,Morigaon,2007,Morigaon2007,175,102351.8869595,-
India,Assam,Morigaon,2008,Morigaon2008,182.5,108448.3450808,-
India,Assam,Morigaon,2009,Morigaon2009,156.66667,118440.3320592,-
India,Assam,Morigaon,2010,Morigaon2010,100,124268.4082090,0.17
India,Assam,Morigaon,2011,Morigaon2011,236.66667,129354.1200000,-
India,Assam,Morigaon,2012,Morigaon2012,253.33333,132517.6000000,-
India,Assam,Morigaon,2013,Morigaon2013,100,138724.7600000,-
India,Assam,Morigaon,2014,Morigaon2014,154.39999,146425.3869880,-
India,Assam,Morigaon,2015,Morigaon2015,192,167628.6659500,-
India,Assam,Morigaon,2016,Morigaon2016,157.72728,179631.8964870,-
India,Assam,Morigaon,2017,Morigaon2017,145.83333,195262.2820890,-
India,Assam,Morigaon,2018,Morigaon2018,157.5,204627.0585020,-
India,Uttar Pradesh,Mathura,2000,Mathura2000,884.44446,351084.1089774,-
India,Uttar Pradesh,Mathura,2001,Mathura2001,,357471.0467097,-
India,Uttar Pradesh,Mathura,2002,Mathura2002,,369038.1836814,-
India,Uttar Pradesh,Mathura,2003,Mathura2003,,388468.8674867,-
India,Uttar Pradesh,Mathura,2004,Mathura2004,489,407921.4919919,-
India,Uttar Pradesh,Mathura,2005,Mathura2005,,431731.0483276,-
India,Uttar Pradesh,Mathura,2006,Mathura2006,,466023.3283118,-
India,Uttar Pradesh,Mathura,2007,Mathura2007,,495889.8633084,-
India,Uttar Pradesh,Mathura,2008,Mathura2008,,533571.8096457,-
India,Uttar Pradesh,Mathura,2009,Mathura2009,,566760.9860888,-
India,Uttar Pradesh,Mathura,2010,Mathura2010,,612018.7067716,0.23
India,Uttar Pradesh,Mathura,2011,Mathura2011,,645131.5532170,-
India,Uttar Pradesh,Mathura,2012,Mathura2012,,673552.1893470,-
India,Uttar Pradesh,Mathura,2013,Mathura2013,,707469.1041210,-
India,Uttar Pradesh,Mathura,2014,Mathura2014,,729686.3008000,-
India,Uttar Pradesh,Mathura,2015,Mathura2015,,792048.7593600,-
India,Uttar Pradesh,Mathura,2016,Mathura2016,779.28571,888453.0079700,-
India,Uttar Pradesh,Mathura,2017,Mathura2017,,922457.5124870,-
India,Uttar Pradesh,Mathura,2018,Mathura2018,1853.5714,949184.4540180,-
India,Uttar Pradesh,Mau,2000,Mau2000,,351084.1089774,-
India,Uttar Pradesh,Mau,2001,Mau2001,310.83334,357471.0467097,-
India,Uttar Pradesh,Mau,2002,Mau2002,,369038.1836814,-
India,Uttar Pradesh,Mau,2003,Mau2003,,388468.8674867,-
India,Uttar Pradesh,Mau,2004,Mau2004,242.5,407921.4919919,-
India,Uttar Pradesh,Mau,2005,Mau2005,,431731.0483276,-
India,Uttar Pradesh,Mau,2006,Mau2006,,466023.3283118,-
India,Uttar Pradesh,Mau,2007,Mau2007,,495889.8633084,-
India,Uttar Pradesh,Mau,2008,Mau2008,,533571.8096457,-
India,Uttar Pradesh,Mau,2009,Mau2009,,566760.9860888,-
India,Uttar Pradesh,Mau,2010,Mau2010,,612018.7067716,0.28
India,Uttar Pradesh,Mau,2011,Mau2011,,645131.5532170,-
India,Uttar Pradesh,Mau,2012,Mau2012,,673552.1893470,-
India,Uttar Pradesh,Mau,2013,Mau2013,,707469.1041210,-
India,Uttar Pradesh,Mau,2014,Mau2014,,729686.3008000,-
India,Uttar Pradesh,Mau,2015,Mau2015,,792048.7593600,-
India,Uttar Pradesh,Mau,2016,Mau2016,208.75,888453.0079700,-
India,Uttar Pradesh,Mau,2017,Mau2017,,922457.5124870,-
India,Uttar Pradesh,Mau,2018,Mau2018,217.5,949184.4540180,-
India,Odisha,Mayurbhanj,2000,Mayurbhanj2000,109.02128,98181.5544719,-
India,Odisha,Mayurbhanj,2001,Mayurbhanj2001,,104158.6907790,-
India,Odisha,Mayurbhanj,2002,Mayurbhanj2002,,103410.2356615,-
India,Odisha,Mayurbhanj,2003,Mayurbhanj2003,,118510.6459277,-
India,Odisha,Mayurbhanj,2004,Mayurbhanj2004,,133986.5968318,-
India,Odisha,Mayurbhanj,2005,Mayurbhanj2005,,139934.2737927,-
India,Odisha,Mayurbhanj,2006,Mayurbhanj2006,,157355.6063099,-
India,Odisha,Mayurbhanj,2007,Mayurbhanj2007,,170849.5885002,-
India,Odisha,Mayurbhanj,2008,Mayurbhanj2008,,183688.6257070,-
India,Odisha,Mayurbhanj,2009,Mayurbhanj2009,143.11905,185167.8378527,-
India,Odisha,Mayurbhanj,2010,Mayurbhanj2010,,196839.6778694,0.25
India,Odisha,Mayurbhanj,2011,Mayurbhanj2011,,204225.9496390,-
India,Odisha,Mayurbhanj,2012,Mayurbhanj2012,145.125,216301.0722270,-
India,Odisha,Mayurbhanj,2013,Mayurbhanj2013,126.74468,233121.8739550,-
India,Odisha,Mayurbhanj,2014,Mayurbhanj2014,129.83871,235930.7377170,-
India,Odisha,Mayurbhanj,2015,Mayurbhanj2015,107.53521,253191.6726430,-
India,Odisha,Mayurbhanj,2016,Mayurbhanj2016,,293348.2482300,-
India,Odisha,Mayurbhanj,2017,Mayurbhanj2017,154.16251,316191.8905060,-
India,Odisha,Mayurbhanj,2018,Mayurbhanj2018,152.63235,338339.4110380,-
India,Telangana,Medak,2000,Medak2000,206.5,,-
India,Telangana,Medak,2001,Medak2001,,,-
India,Telangana,Medak,2002,Medak2002,,,-
India,Telangana,Medak,2003,Medak2003,,,-
India,Telangana,Medak,2004,Medak2004,445,161790.0415709,-
India,Telangana,Medak,2005,Medak2005,602.5,187776.1779824,-
India,Telangana,Medak,2006,Medak2006,564.5,208478.0615525,-
India,Telangana,Medak,2007,Medak2007,338.33334,229693.2189788,-
India,Telangana,Medak,2008,Medak2008,443.33334,260994.8059207,-
India,Telangana,Medak,2009,Medak2009,428.66666,261702.8578216,-
India,Telangana,Medak,2010,Medak2010,530.33331,307974.0313275,0.23
India,Telangana,Medak,2011,Medak2011,755.5,325139.3400000,-
India,Telangana,Medak,2012,Medak2012,,334204.7200000,-
India,Telangana,Medak,2013,Medak2013,388.75,349592.6600000,-
India,Telangana,Medak,2014,Medak2014,411.66666,372896.7400000,-
India,Telangana,Medak,2015,Medak2015,445,416892.3724070,-
India,Telangana,Medak,2016,Medak2016,397.91666,455731.0900000,-
India,Telangana,Medak,2017,Medak2017,343.33334,498145.4600000,-
India,Telangana,Medak,2018,Medak2018,522.77777,544440.5948440,-
India,Telangana,Medchal Malkajgiri,2000,Medchal Malkajgiri2000,336.20001,,-
India,Telangana,Medchal Malkajgiri,2001,Medchal Malkajgiri2001,,,-
India,Telangana,Medchal Malkajgiri,2002,Medchal Malkajgiri2002,,,-
India,Telangana,Medchal Malkajgiri,2003,Medchal Malkajgiri2003,,,-
India,Telangana,Medchal Malkajgiri,2004,Medchal Malkajgiri2004,400,161790.0415709,-
India,Telangana,Medchal Malkajgiri,2005,Medchal Malkajgiri2005,,187776.1779824,-
India,Telangana,Medchal Malkajgiri,2006,Medchal Malkajgiri2006,407,208478.0615525,-
India,Telangana,Medchal Malkajgiri,2007,Medchal Malkajgiri2007,,229693.2189788,-
India,Telangana,Medchal Malkajgiri,2008,Medchal Malkajgiri2008,400,260994.8059207,-
India,Telangana,Medchal Malkajgiri,2009,Medchal Malkajgiri2009,330,261702.8578216,-
India,Telangana,Medchal Malkajgiri,2010,Medchal Malkajgiri2010,435,307974.0313275,
India,Telangana,Medchal Malkajgiri,2011,Medchal Malkajgiri2011,367,325139.3400000,-
India,Telangana,Medchal Malkajgiri,2012,Medchal Malkajgiri2012,,334204.7200000,-
India,Telangana,Medchal Malkajgiri,2013,Medchal Malkajgiri2013,310,349592.6600000,-
India,Telangana,Medchal Malkajgiri,2014,Medchal Malkajgiri2014,475,372896.7400000,-
India,Telangana,Medchal Malkajgiri,2015,Medchal Malkajgiri2015,391.66666,416892.3724070,-
India,Telangana,Medchal Malkajgiri,2016,Medchal Malkajgiri2016,339.16666,455731.0900000,-
India,Telangana,Medchal Malkajgiri,2017,Medchal Malkajgiri2017,456.42856,498145.4600000,-
India,Telangana,Medchal Malkajgiri,2018,Medchal Malkajgiri2018,408.57144,544440.5948440,-
