country,state,district,year,dyid,hardnesstotal,nsdp,gini
,Andaman And Nicobar Islands,Nicobar,,,,,0.33
India,Andaman And Nicobar Islands,North And Middle Andaman,2010.0,North And Middle Andaman2010,,3138.7589504,0.3
India,Andaman And Nicobar Islands,South Andaman,2010.0,South Andaman2010,207.14285,3138.7589504,0.33
India,Andhra Pradesh,Anantapur,2010.0,Anantapur2010,389.69232,330209.0564638,0.27
India,Andhra Pradesh,Chittoor,2010.0,Chittoor2010,336.89191,330209.0564638,0.31
India,Andhra Pradesh,East Godavari,2010.0,East Godavari2010,468.75,330209.0564638,0.28
India,Andhra Pradesh,Guntur,2010.0,Guntur2010,430.92499,330209.0564638,0.33
India,Andhra Pradesh,Krishna,2010.0,Krishna2010,449.67999,330209.0564638,0.33
India,Andhra Pradesh,Kurnool,2010.0,Kurnool2010,448.375,330209.0564638,0.26
India,Andhra Pradesh,Prakasam,2010.0,Prakasam2010,368.25714,330209.0564638,0.24
India,Andhra Pradesh,Sri Potti Sriramulu Nellore,2010.0,Sri Potti Sriramulu Nellore2010,412.5,330209.0564638,0.27
India,Andhra Pradesh,Srikakulam,2010.0,Srikakulam2010,456.03845,330209.0564638,0.27
India,Andhra Pradesh,Visakhapatanam,2010.0,Visakhapatanam2010,294.86487,330209.0564638,0.42
,Andhra Pradesh,Visakhapatnam,,,,,0.42
India,Andhra Pradesh,Vizianagaram,2010.0,Vizianagaram2010,358.47827,330209.0564638,0.28
India,Andhra Pradesh,West Godavari,2010.0,West Godavari2010,465.88235,330209.0564638,0.26
India,Andhra Pradesh,Y.S.R.,2010.0,Y.S.R.2010,375.04544,330209.0564638,0.35
,Arunachal Pradesh,Anjaw,,,,,0.34
India,Arunachal Pradesh,Changlang,2010.0,Changlang2010,113.0,9720.1720671,0.3
,Arunachal Pradesh,Dibang Valley,,,,,0.34
,Arunachal Pradesh,East Kameng,,,,,0.29
India,Arunachal Pradesh,East Siang,2010.0,East Siang2010,82.0,9720.1720671,0.28
,Arunachal Pradesh,Kurung Kumey,,,,,0.23
India,Arunachal Pradesh,Lohit,2010.0,Lohit2010,50.0,9720.1720671,0.31
,Arunachal Pradesh,Lower Dibang Valley,,,,,0.25
India,Arunachal Pradesh,Lower Subansiri,2010.0,Lower Subansiri2010,,9720.1720671,0.33
India,Arunachal Pradesh,Papum Pare,2010.0,Papum Pare2010,,9720.1720671,0.3
,Arunachal Pradesh,Tawang,,,,,0.37
India,Arunachal Pradesh,Tirap,2010.0,Tirap2010,82.0,9720.1720671,0.22
,Arunachal Pradesh,Upper Siang,,,,,0.34
,Arunachal Pradesh,Upper Subansiri,,,,,0.29
,Arunachal Pradesh,West Kameng,,,,,0.23
,Arunachal Pradesh,West Siang,,,,,0.31
India,Assam,Baksa,2010.0,Baksa2010,,124268.408209,0.2
India,Assam,Barpeta,2010.0,Barpeta2010,210.0,124268.408209,0.21
India,Assam,Bongaigaon,2010.0,Bongaigaon2010,119.25,124268.408209,0.27
India,Assam,Cachar,2010.0,Cachar2010,44.0,124268.408209,0.19
India,Assam,Chirang,2010.0,Chirang2010,,124268.408209,0.2
India,Assam,Darrang,2010.0,Darrang2010,,124268.408209,0.22
India,Assam,Dhemaji,2010.0,Dhemaji2010,117.0,124268.408209,0.18
India,Assam,Dhubri,2010.0,Dhubri2010,157.0,124268.408209,0.24
India,Assam,Dibrugarh,2010.0,Dibrugarh2010,137.71428,124268.408209,0.27
India,Assam,Goalpara,2010.0,Goalpara2010,52.0,124268.408209,0.24
India,Assam,Golaghat,2010.0,Golaghat2010,281.0,124268.408209,0.22
India,Assam,Hailakandi,2010.0,Hailakandi2010,,124268.408209,0.21
India,Assam,Jorhat,2010.0,Jorhat2010,229.0,124268.408209,0.31
India,Assam,Kamrup,2010.0,Kamrup2010,125.0,124268.408209,0.24
India,Assam,Kamrup Metropolitan,2010.0,Kamrup Metropolitan2010,154.16667,124268.408209,0.31
India,Assam,Karbi Anglong,2010.0,Karbi Anglong2010,101.0,124268.408209,0.17
India,Assam,Karimganj,2010.0,Karimganj2010,36.0,124268.408209,0.19
India,Assam,Kokrajhar,2010.0,Kokrajhar2010,,124268.408209,0.23
India,Assam,Lakhimpur,2010.0,Lakhimpur2010,71.0,124268.408209,0.21
India,Assam,Morigaon,2010.0,Morigaon2010,100.0,124268.408209,0.17
India,Assam,Nagaon,2010.0,Nagaon2010,154.8,124268.408209,0.24
India,Assam,Nalbari,2010.0,Nalbari2010,,124268.408209,0.26
,Assam,North Cachar Hills,,,,,0.19
India,Assam,Sivasagar,2010.0,Sivasagar2010,111.0,124268.408209,0.23
India,Assam,Sonitpur,2010.0,Sonitpur2010,98.0,124268.408209,0.19
India,Assam,Tinsukia,2010.0,Tinsukia2010,110.0,124268.408209,0.24
India,Assam,Udalguri,2010.0,Udalguri2010,,124268.408209,0.19
India,Bihar,Araria,2010.0,Araria2010,,207295.1926379,0.23
India,Bihar,Arwal,2010.0,Arwal2010,195.0,207295.1926379,0.21
India,Bihar,Aurangabad,2010.0,Aurangabad2010,326.90475,207295.1926379,0.19
India,Bihar,Banka,2010.0,Banka2010,246.66667,207295.1926379,0.19
India,Bihar,Begusarai,2010.0,Begusarai2010,355.83334,207295.1926379,0.21
India,Bihar,Bhagalpur,2010.0,Bhagalpur2010,279.44446,207295.1926379,0.24
India,Bihar,Bhojpur,2010.0,Bhojpur2010,208.33333,207295.1926379,0.23
India,Bihar,Buxar,2010.0,Buxar2010,248.75,207295.1926379,0.23
India,Bihar,Darbhanga,2010.0,Darbhanga2010,361.66666,207295.1926379,0.2
India,Bihar,Gaya,2010.0,Gaya2010,280.0,207295.1926379,0.21
India,Bihar,Gopalganj,2010.0,Gopalganj2010,272.0,207295.1926379,0.17
India,Bihar,Jamui,2010.0,Jamui2010,213.0,207295.1926379,0.21
India,Bihar,Jehanabad,2010.0,Jehanabad2010,460.0,207295.1926379,0.23
India,Bihar,Kaimur (Bhabua),2010.0,Kaimur (Bhabua)2010,298.0,207295.1926379,0.21
,Bihar,Kaimur Bhabua,,,,,0.21
India,Bihar,Katihar,2010.0,Katihar2010,,207295.1926379,0.2
India,Bihar,Khagaria,2010.0,Khagaria2010,340.0,207295.1926379,0.2
India,Bihar,Kishanganj,2010.0,Kishanganj2010,,207295.1926379,0.24
India,Bihar,Lakhisarai,2010.0,Lakhisarai2010,252.0,207295.1926379,0.22
India,Bihar,Madhepura,2010.0,Madhepura2010,,207295.1926379,0.22
India,Bihar,Madhubani,2010.0,Madhubani2010,321.66666,207295.1926379,0.25
India,Bihar,Munger,2010.0,Munger2010,241.66667,207295.1926379,0.26
India,Bihar,Muzaffarpur,2010.0,Muzaffarpur2010,346.25,207295.1926379,0.24
India,Bihar,Nalanda,2010.0,Nalanda2010,243.0,207295.1926379,0.27
India,Bihar,Nawada,2010.0,Nawada2010,207.0,207295.1926379,0.16
India,Bihar,Pashchim Champaran,2010.0,Pashchim Champaran2010,212.0,207295.1926379,0.22
India,Bihar,Patna,2010.0,Patna2010,209.28572,207295.1926379,0.34
,Bihar,Purba Champaran,,,,,0.23
India,Bihar,Purbi Champaran,2010.0,Purbi Champaran2010,234.16667,207295.1926379,0.23
India,Bihar,Purnia,2010.0,Purnia2010,,207295.1926379,0.18
India,Bihar,Rohtas,2010.0,Rohtas2010,275.66666,207295.1926379,0.23
India,Bihar,Saharsa,2010.0,Saharsa2010,244.0,207295.1926379,0.23
India,Bihar,Samastipur,2010.0,Samastipur2010,480.0,207295.1926379,0.2
India,Bihar,Saran,2010.0,Saran2010,251.875,207295.1926379,0.23
India,Bihar,Sheikhpura,2010.0,Sheikhpura2010,220.0,207295.1926379,0.21
India,Bihar,Sheohar,2010.0,Sheohar2010,,207295.1926379,0.26
India,Bihar,Sitamarhi,2010.0,Sitamarhi2010,310.0,207295.1926379,0.21
India,Bihar,Siwan,2010.0,Siwan2010,264.375,207295.1926379,0.19
India,Bihar,Supaul,2010.0,Supaul2010,253.0,207295.1926379,0.21
India,Bihar,Vaishali,2010.0,Vaishali2010,193.33333,207295.1926379,0.25
India,Chandigarh,Chandigarh,2010.0,Chandigarh2010,167.0,16655.5821523,0.39
India,Chhattisgarh,Bastar,2010.0,Bastar2010,,133464.9164795,0.27
,Chhattisgarh,Bijapur,,,,,0.29
India,Chhattisgarh,Bilaspur,2010.0,Bilaspur2010,,133464.9164795,0.32
,Chhattisgarh,Dakshin Bastar Dantewada,,,,,0.36
India,Chhattisgarh,Dantewada,2010.0,Dantewada2010,,133464.9164795,0.36
India,Chhattisgarh,Dhamtari,2010.0,Dhamtari2010,,133464.9164795,0.3
India,Chhattisgarh,Durg,2010.0,Durg2010,,133464.9164795,0.36
India,Chhattisgarh,Janjgir-Champa,2010.0,Janjgir-Champa2010,,133464.9164795,
,Chhattisgarh,Janjgir–Champa,,,,,0.24
India,Chhattisgarh,Jashpur,2010.0,Jashpur2010,,133464.9164795,0.22
India,Chhattisgarh,Kabirdham,2010.0,Kabirdham2010,,133464.9164795,0.24
India,Chhattisgarh,Kanker,2010.0,Kanker2010,,133464.9164795,0.25
India,Chhattisgarh,Korba,2010.0,Korba2010,,133464.9164795,0.34
India,Chhattisgarh,Korea,2010.0,Korea2010,,133464.9164795,0.26
,Chhattisgarh,Koriya,,,,,0.26
India,Chhattisgarh,Mahasamund,2010.0,Mahasamund2010,,133464.9164795,0.25
India,Chhattisgarh,Narayanpur,2010.0,Narayanpur2010,,133464.9164795,0.29
India,Chhattisgarh,Raigarh,2010.0,Raigarh2010,200.41667,133464.9164795,0.27
India,Chhattisgarh,Raipur,2010.0,Raipur2010,,133464.9164795,0.32
India,Chhattisgarh,Rajnandgaon,2010.0,Rajnandgaon2010,,133464.9164795,0.31
India,Chhattisgarh,Surajpur,2010.0,Surajpur2010,,133464.9164795,0.25
India,Chhattisgarh,Surguja,2010.0,Surguja2010,,133464.9164795,0.25
,Chhattisgarh,Uttar Bastar Kanker,,,,,0.25
,Dadra And Nagar Haveli,Dadra And Nagar Haveli,,,,,0.35
,Daman And Diu,Daman,,,,,0.28
,Daman And Diu,Diu,,,,,0.29
India,Delhi,Central,2010.0,Central2010,477.0,299873.9628476,
India,Delhi,East,2010.0,East2010,329.85715,299873.9628476,0.34
India,Delhi,New Delhi,2010.0,New Delhi2010,608.0,299873.9628476,0.34
India,Delhi,North,2010.0,North2010,603.0,299873.9628476,0.34
India,Delhi,North East,2010.0,North East2010,306.25,299873.9628476,0.22
India,Delhi,North West,2010.0,North West2010,826.22729,299873.9628476,0.36
India,Delhi,South,2010.0,South2010,356.8125,299873.9628476,0.34
India,Delhi,South West,2010.0,South West2010,938.71429,299873.9628476,0.34
India,Delhi,West,2010.0,West2010,2114.0,299873.9628476,0.34
India,Goa,North Goa,2010.0,North Goa2010,,31500.3062597,0.27
India,Goa,South Goa,2010.0,South Goa2010,,31500.3062597,0.23
India,Gujarat,Ahmadabad,2010.0,Ahmadabad2010,751.81818,499605.6040329,0.33
,Gujarat,Ahmedabad,,,,,0.33
India,Gujarat,Amreli,2010.0,Amreli2010,517.41382,499605.6040329,0.19
India,Gujarat,Anand,2010.0,Anand2010,420.0,499605.6040329,0.21
India,Gujarat,Banas Kantha,2010.0,Banas Kantha2010,357.69232,499605.6040329,0.22
,Gujarat,Banaskantha,,,,,0.22
India,Gujarat,Bharuch,2010.0,Bharuch2010,310.55554,499605.6040329,0.25
India,Gujarat,Bhavnagar,2010.0,Bhavnagar2010,527.69232,499605.6040329,0.24
India,Gujarat,Dahod,2010.0,Dahod2010,362.30768,499605.6040329,0.19
India,Gujarat,Gandhinagar,2010.0,Gandhinagar2010,500.0,499605.6040329,0.3
India,Gujarat,Jamnagar,2010.0,Jamnagar2010,604.19354,499605.6040329,0.18
India,Gujarat,Junagadh,2010.0,Junagadh2010,1041.1765,499605.6040329,0.23
India,Gujarat,Kachchh,2010.0,Kachchh2010,774.70587,499605.6040329,0.35
India,Gujarat,Kheda,2010.0,Kheda2010,472.0,499605.6040329,0.22
India,Gujarat,Mahesana,2010.0,Mahesana2010,576.9231,499605.6040329,0.32
India,Gujarat,Narmada,2010.0,Narmada2010,380.0,499605.6040329,0.19
India,Gujarat,Navsari,2010.0,Navsari2010,304.44446,499605.6040329,0.3
India,Gujarat,Panch Mahals,2010.0,Panch Mahals2010,304.54544,499605.6040329,0.23
India,Gujarat,Patan,2010.0,Patan2010,1165.0,499605.6040329,0.33
India,Gujarat,Porbandar,2010.0,Porbandar2010,900.0,499605.6040329,0.21
India,Gujarat,Rajkot,2010.0,Rajkot2010,621.2121,499605.6040329,0.29
India,Gujarat,Sabar Kantha,2010.0,Sabar Kantha2010,410.52631,499605.6040329,0.22
,Gujarat,Sabarkantha,,,,,0.22
India,Gujarat,Surat,2010.0,Surat2010,358.5,499605.6040329,0.29
India,Gujarat,Surat,2010.0,Surat2010,358.5,499605.6040329,0.29
India,Gujarat,Surendranagar,2010.0,Surendranagar2010,837.82611,499605.6040329,0.33
India,Gujarat,Tapi,2010.0,Tapi2010,320.0,499605.6040329,
India,Gujarat,Tapi,2010.0,Tapi2010,320.0,499605.6040329,0.29
India,Gujarat,The Dangs,2010.0,The Dangs2010,212.35294,499605.6040329,0.31
India,Gujarat,Vadodara,2010.0,Vadodara2010,559.62964,499605.6040329,0.33
India,Gujarat,Valsad,2010.0,Valsad2010,252.5,499605.6040329,0.32
India,Haryana,Ambala,2010.0,Ambala2010,378.71429,249823.4552757,0.37
India,Haryana,Bhiwani,2010.0,Bhiwani2010,543.79999,249823.4552757,0.27
India,Haryana,Faridabad,2010.0,Faridabad2010,348.33334,249823.4552757,0.42
India,Haryana,Fatehabad,2010.0,Fatehabad2010,968.66669,249823.4552757,0.3
India,Haryana,Gurgaon,2010.0,Gurgaon2010,434.875,249823.4552757,0.42
India,Haryana,Hisar,2010.0,Hisar2010,492.69232,249823.4552757,0.3
India,Haryana,Jhajjar,2010.0,Jhajjar2010,401.23529,249823.4552757,0.25
India,Haryana,Jind,2010.0,Jind2010,387.25,249823.4552757,0.28
India,Haryana,Kaithal,2010.0,Kaithal2010,393.10001,249823.4552757,0.28
India,Haryana,Karnal,2010.0,Karnal2010,260.40909,249823.4552757,0.34
India,Haryana,Kurukshetra,2010.0,Kurukshetra2010,156.77777,249823.4552757,0.3
India,Haryana,Mahendragarh,2010.0,Mahendragarh2010,319.0,249823.4552757,0.25
,Haryana,Mewat,,,,,0.26
India,Haryana,Nuh,2010.0,Nuh2010,506.70001,249823.4552757,0.26
India,Haryana,Palwal,2010.0,Palwal2010,349.53333,249823.4552757,
India,Haryana,Panchkula,2010.0,Panchkula2010,178.5,249823.4552757,0.44
India,Haryana,Panipat,2010.0,Panipat2010,413.69232,249823.4552757,0.28
India,Haryana,Rewari,2010.0,Rewari2010,508.89999,249823.4552757,0.32
India,Haryana,Rohtak,2010.0,Rohtak2010,515.07141,249823.4552757,0.28
India,Haryana,Sirsa,2010.0,Sirsa2010,490.53333,249823.4552757,0.31
India,Haryana,Sonipat,2010.0,Sonipat2010,595.4762,249823.4552757,0.24
India,Haryana,Yamunanagar,2010.0,Yamunanagar2010,215.45454,249823.4552757,0.26
,Himachal Pradesh,Bilaspur,,,,,0.38
India,Himachal Pradesh,Chamba,2010.0,Chamba2010,,56319.523936,0.27
,Himachal Pradesh,Hamirpur,,,,,0.25
India,Himachal Pradesh,Kangra,2010.0,Kangra2010,193.08696,56319.523936,0.3
,Himachal Pradesh,Kinnaur,,,,,0.33
India,Himachal Pradesh,Kullu,2010.0,Kullu2010,130.66667,56319.523936,0.26
,Himachal Pradesh,Lahaul And Spiti,,,,,0.25
India,Himachal Pradesh,Mandi,2010.0,Mandi2010,139.75,56319.523936,0.24
,Himachal Pradesh,Shimla,,,,,0.28
India,Himachal Pradesh,Sirmaur,2010.0,Sirmaur2010,154.10001,56319.523936,0.35
India,Himachal Pradesh,Solan,2010.0,Solan2010,151.08333,56319.523936,0.32
India,Himachal Pradesh,Una,2010.0,Una2010,203.61111,56319.523936,0.27
India,Jammu And Kashmir,Anantnag,2010.0,Anantnag2010,,61986.6628807,0.17
,Jammu And Kashmir,Bandipora,,,,,
India,Jammu And Kashmir,Baramulla,2010.0,Baramulla2010,,61986.6628807,0.2
,Jammu And Kashmir,Budgam,,,,,0.19
,Jammu And Kashmir,Doda,,,,,0.21
,Jammu And Kashmir,Ganderbal,,,,,
India,Jammu And Kashmir,Jammu,2010.0,Jammu2010,205.63829,61986.6628807,0.31
,Jammu And Kashmir,Kargil,,,,,0.23
India,Jammu And Kashmir,Kathua,2010.0,Kathua2010,178.87097,61986.6628807,0.24
,Jammu And Kashmir,Kishtwar,,,,,
India,Jammu And Kashmir,Kulgam,2010.0,Kulgam2010,,61986.6628807,
India,Jammu And Kashmir,Kupwara,2010.0,Kupwara2010,,61986.6628807,0.2
,Jammu And Kashmir,Leh,,,,,0.23
India,Jammu And Kashmir,Poonch,2010.0,Poonch2010,85.0,61986.6628807,0.22
India,Jammu And Kashmir,Pulwama,2010.0,Pulwama2010,,61986.6628807,0.2
India,Jammu And Kashmir,Rajouri,2010.0,Rajouri2010,139.16667,61986.6628807,0.21
India,Jammu And Kashmir,Rajouri,2010.0,Rajouri2010,,61986.6628807,0.21
,Jammu And Kashmir,Ramban,,,,,
India,Jammu And Kashmir,Reasi,2010.0,Reasi2010,192.0,61986.6628807,
India,Jammu And Kashmir,Reasiãƒâ€Šã‚Â ,2010.0,ReasiÃƒâ€šÃ‚Â 2010,,61986.6628807,
,Jammu And Kashmir,Samba,,,,,
,Jammu And Kashmir,Shopian,,,,,
India,Jammu And Kashmir,Srinagar,2010.0,Srinagar2010,,61986.6628807,0.28
India,Jammu And Kashmir,Udhampur,2010.0,Udhampur2010,102.22222,61986.6628807,0.26
India,Jharkhand,Bokaro,2010.0,Bokaro2010,300.0,130488.9543595,0.29
India,Jharkhand,Chatra,2010.0,Chatra2010,240.0,130488.9543595,0.21
India,Jharkhand,Deoghar,2010.0,Deoghar2010,297.0,130488.9543595,0.27
India,Jharkhand,Dhanbad,2010.0,Dhanbad2010,308.0,130488.9543595,0.34
India,Jharkhand,Dumka,2010.0,Dumka2010,169.09091,130488.9543595,0.23
India,Jharkhand,Garhwa,2010.0,Garhwa2010,275.0,130488.9543595,0.22
India,Jharkhand,Giridih,2010.0,Giridih2010,162.5,130488.9543595,0.21
India,Jharkhand,Godda,2010.0,Godda2010,,130488.9543595,0.18
India,Jharkhand,Gumla,2010.0,Gumla2010,150.71428,130488.9543595,0.21
India,Jharkhand,Gumla,2010.0,Gumla2010,150.71428,130488.9543595,0.21
India,Jharkhand,Hazaribagh,2010.0,Hazaribagh2010,320.0,130488.9543595,0.24
India,Jharkhand,Jamtara,2010.0,Jamtara2010,162.5,130488.9543595,0.21
India,Jharkhand,Khunti,2010.0,Khunti2010,206.66667,130488.9543595,0.23
,Jharkhand,Kodarma,,,,,0.27
India,Jharkhand,Koderma,2010.0,Koderma2010,357.5,130488.9543595,0.27
India,Jharkhand,Latehar,2010.0,Latehar2010,276.0,130488.9543595,0.25
India,Jharkhand,Lohardaga,2010.0,Lohardaga2010,196.75,130488.9543595,0.24
India,Jharkhand,Pakur,2010.0,Pakur2010,190.83333,130488.9543595,0.23
India,Jharkhand,Palamu,2010.0,Palamu2010,298.0,130488.9543595,0.36
India,Jharkhand,Pashchimi Singhbhum,2010.0,Pashchimi Singhbhum2010,270.0,130488.9543595,0.19
India,Jharkhand,Pashchimi Singhbhum,2010.0,Pashchimi Singhbhum2010,270.0,130488.9543595,0.19
India,Jharkhand,Purbi Singhbhum,2010.0,Purbi Singhbhum2010,215.0,130488.9543595,0.26
India,Jharkhand,Ramgarh,2010.0,Ramgarh2010,241.25,130488.9543595,0.18
India,Jharkhand,Ranchi,2010.0,Ranchi2010,188.57143,130488.9543595,0.34
India,Jharkhand,Sahebganj,2010.0,Sahebganj2010,325.0,130488.9543595,0.23
,Jharkhand,Sahibganj,,,,,0.23
India,Jharkhand,Saraikela Kharsawan,2010.0,Saraikela Kharsawan2010,443.33334,130488.9543595,
India,Jharkhand,Saraikela Kharsawan,2010.0,Saraikela Kharsawan2010,443.33334,130488.9543595,0.19
India,Jharkhand,Simdega,2010.0,Simdega2010,164.0,130488.9543595,
India,Jharkhand,Simdega,2010.0,Simdega2010,164.0,130488.9543595,0.21
,Karnataka,Bagalkot,,,,,0.27
India,Karnataka,Bagalkote,2010.0,Bagalkote2010,,538790.6955123,0.27
India,Karnataka,Ballari,2010.0,Ballari2010,,538790.6955123,0.21
India,Karnataka,Ballari,2010.0,Ballari2010,,538790.6955123,0.21
India,Karnataka,Bangalore,2010.0,Bangalore2010,260.0,538790.6955123,0.36
India,Karnataka,Bangalore Rural,2010.0,Bangalore Rural2010,170.0,538790.6955123,0.29
India,Karnataka,Belgaum,2010.0,Belgaum2010,,538790.6955123,0.26
India,Karnataka,Belgaum,2010.0,Belgaum2010,,538790.6955123,0.26
,Karnataka,Bellary,,,,,0.21
India,Karnataka,Bidar,2010.0,Bidar2010,,538790.6955123,0.23
India,Karnataka,Bijapur,2010.0,Bijapur2010,,538790.6955123,0.2
,Karnataka,Chamarajanagar,,,,,0.25
India,Karnataka,Chamarajanagara,2010.0,Chamarajanagara2010,,538790.6955123,0.25
,Karnataka,Chikkaballapur,,,,,0.39
